Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.31,symmetric,0.38810588708390725
100% Corpus,9,0.61,0.01,0.3841236602923871
100% Corpus,9,0.61,0.31,0.39190489744373114
100% Corpus,9,0.61,0.61,0.40813627069494685
100% Corpus,9,0.61,0.9099999999999999,0.4521339279708583
100% Corpus,9,0.61,symmetric,0.3830391258382508
100% Corpus,9,0.9099999999999999,0.01,0.3984258434803814
100% Corpus,9,0.9099999999999999,0.31,0.39680751405666304
100% Corpus,9,0.9099999999999999,0.61,0.4845969450948456
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.45226076923401937
100% Corpus,9,0.9099999999999999,symmetric,0.3902587688405955
100% Corpus,9,symmetric,0.01,0.3829089896600368
100% Corpus,9,symmetric,0.31,0.37663760812854996
100% Corpus,9,symmetric,0.61,0.39155761666133987
100% Corpus,9,symmetric,0.9099999999999999,0.3918322149452192
100% Corpus,9,symmetric,symmetric,0.38655090064490427
100% Corpus,9,asymmetric,0.01,0.37890891624315426
100% Corpus,9,asymmetric,0.31,0.3711234896083007
100% Corpus,9,asymmetric,0.61,0.33904366825460774
100% Corpus,9,asymmetric,0.9099999999999999,0.36150885007910555
100% Corpus,9,asymmetric,symmetric,0.3723356790470858
100% Corpus,10,0.01,0.01,0.37778734717315
100% Corpus,10,0.01,0.31,0.39024008766639473
100% Corpus,10,0.01,0.61,0.3879799721197461
100% Corpus,10,0.01,0.9099999999999999,0.3881191400871616
100% Corpus,10,0.01,symmetric,0.3787951610095173
100% Corpus,10,0.31,0.01,0.38330884184090763
100% Corpus,10,0.31,0.31,0.38974283056224107
100% Corpus,10,0.31,0.61,0.38655583716251735
100% Corpus,10,0.31,0.9099999999999999,0.38460587538848956
100% Corpus,10,0.31,symmetric,0.38810588708390725
100% Corpus,10,0.61,0.01,0.3841236602923871
100% Corpus,10,0.61,0.31,0.39190489744373114
100% Corpus,10,0.61,0.61,0.40813627069494685
100% Corpus,10,0.61,0.9099999999999999,0.4521339279708583
100% Corpus,10,0.61,symmetric,0.3830391258382508
100% Corpus,10,0.9099999999999999,0.01,0.3984258434803814
100% Corpus,10,0.9099999999999999,0.31,0.39680751405666304
100% Corpus,10,0.9099999999999999,0.61,0.4845969450948456
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.45226076923401937
100% Corpus,10,0.9099999999999999,symmetric,0.3902587688405955
100% Corpus,10,symmetric,0.01,0.376686732547513
100% Corpus,10,symmetric,0.31,0.37663760812854996
100% Corpus,10,symmetric,0.61,0.39155761666133987
100% Corpus,10,symmetric,0.9099999999999999,0.3918322149452192
100% Corpus,10,symmetric,symmetric,0.38655090064490427
100% Corpus,10,asymmetric,0.01,0.37890891624315426
100% Corpus,10,asymmetric,0.31,0.3608874018053666
100% Corpus,10,asymmetric,0.61,0.33904366825460774
100% Corpus,10,asymmetric,0.9099999999999999,0.36150885007910555
100% Corpus,10,asymmetric,symmetric,0.3723356790470858
